Experiment	Cell_subclass	Protein	NR3C1|Average	SRX3229187|Breast_cancer	SRX8520802|HCC1187	SRX8520803|HCC1937	SRX8520804|HCC70	SRX1161165|MCF-7	SRX1161166|MCF-7	SRX1161167|MCF-7	SRX19024866|MCF-7	SRX19024868|MCF-7	SRX19024870|MCF-7	SRX19024878|MCF-7	SRX19024879|MCF-7	SRX19024880|MCF-7	SRX3229135|MCF-7	SRX8520805|MCF-7	SRX3070467|MCF_10A	SRX3070469|MCF_10A	SRX3070471|MCF_10A	SRX3070472|MCF_10A	SRX3070473|MCF_10A	SRX3070474|MCF_10A	SRX3070475|MCF_10A	SRX3070476|MCF_10A	SRX495666|MDA-MB-231	SRX495667|MDA-MB-231	SRX495668|MDA-MB-231	SRX495669|MDA-MB-231	SRX495670|MDA-MB-231	SRX495671|MDA-MB-231	SRX8520806|MDA-MB-231	SRX8520807|MDA-MB-361	SRX8520808|MDA-MB-453	SRX8520809|SUM_159PT	SRX1161196|T-47D	SRX1161197|T-47D	SRX5401859|T-47D	SRX5401860|T-47D	SRX5401861|T-47D	SRX1161179|ZR-75-1	SRX1161180|ZR-75-1	SRX1161181|ZR-75-1	SRX1161182|ZR-75-1	STRING
SRX8537737	MCF-7	FOXA1	1.738095	0	0	0	0	0	9	9	9	0	1	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX104409	MCF-7	GATA3	1.738095	0	0	0	0	0	9	9	9	9	9	9	9	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX10365534	MCF-7	ESR1	1.738095	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SRX176884	MCF-7	EP300	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914
SRX7121994	MCF-7	SMARCA4	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904
SRX5089383	MCF-7	ARID1A	1.714286	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	902
SRX5089381	MCF-7	ARID1A	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902
SRX5089379	MCF-7	ARID1A	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902
SRX5089441	MCF-7	SMARCB1	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900
SRX7624146	MCF-7	NR2F2	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5457550	MCF-7	GATA3	1.714286	0	0	0	0	0	9	9	9	6	6	6	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5089534	MCF-7	ARID2	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5089531	MCF-7	ARID2	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX4115994	MCF-7	FOXA1	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX3990986	T-47D	PGR	1.714286	0	9	6	0	0	0	0	0	0	0	0	9	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	0	9	9	0
SRX3923513	MCF-7	FOXA1	1.714286	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX3923512	MCF-7	FOXA1	1.714286	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX2871360	T-47D	PGR	1.714286	0	9	6	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX190239	MCF-7	GATA3	1.714286	0	0	0	0	0	9	9	9	6	9	6	9	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX15826239	MCF-7	KDM6A	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX10365557	MCF-7	ESR1	1.714286	0	0	0	0	0	9	9	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1012620	T-47D	PGR	1.714286	0	9	6	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	9	0
SRX176885	MCF-7	EP300	1.690476	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	914
SRX8520802	HCC1187	NR3C1	1.682927	0	10	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	9	0	0	9	0	0	0	9	0	0	0	0	0	0
SRX13327989	MCF-7	GATA3	1.666667	0	0	0	0	0	9	9	9	4	0	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0
SRX2194268	SUM_159PT	EP300	1.642857	0	9	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	914
SRX2194267	SUM_159PT	EP300	1.642857	0	9	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	9	0	0	0	0	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	0	914
SRX5089391	MCF-7	ARID1A	1.642857	0	0	0	0	0	9	9	9	9	9	4	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	902
SRX1339020	MDA-MB-453	AR	1.642857	0	0	0	0	0	0	0	0	0	0	9	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	900
SRX3401273	MCF-7	TRPS1	1.642857	0	0	0	0	0	9	9	9	6	6	6	9	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX176864	MCF-7	GATA3	1.642857	0	0	0	0	0	9	9	9	9	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX11374763	T-47D	PGR	1.642857	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	0	0	9	0	9	9	0	9	0	0	0	0	0	0
SRX028635	MCF-7	FOXA1	1.642857	0	0	0	0	0	9	9	9	0	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX11120892	MCF-7	MAU2	1.619048	0	0	0	0	0	9	9	2	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX10365533	MCF-7	ESR1	1.595238	0	0	0	0	0	9	9	9	9	9	2	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
SRX5089388	MCF-7	ARID1A	1.571429	0	0	0	0	0	9	9	9	2	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	902
SRX15431002	T-47D	TFE3	1.571429	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	9	0
SRX10365543	MCF-7	RAC1	1.571429	0	0	0	0	0	9	9	9	9	9	2	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SRX1012622	T-47D	PGR	1.571429	0	9	9	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	0	0
SRX176867	MCF-7	GATA3	1.547619	0	0	0	0	0	9	9	9	0	9	9	9	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX10365542	MCF-7	RAC1	1.547619	0	0	0	0	0	9	9	9	1	9	9	9	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX6487043	MCF-7	FOXA1	1.523810	0	0	0	0	0	9	9	9	9	9	1	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX18191641	MCF-7	NR2F2	1.523810	0	0	0	0	0	9	9	9	9	9	4	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX15826235	MCF-7	KMT2D	1.523810	0	0	0	0	0	9	9	9	9	9	4	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1012632	MCF-7	ESR1	1.523810	0	0	0	0	0	4	4	9	9	9	4	6	6	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX11120900	MCF-7	CREBBP	1.500000	0	0	0	0	0	9	9	0	0	0	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	914
SRX1012612	T-47D	EP300	1.500000	0	0	9	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	914
SRX1012610	T-47D	EP300	1.500000	0	0	9	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	914
SRX1012609	T-47D	EP300	1.500000	0	0	9	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	9	9	914
SRX5089430	MCF-7	SMARCB1	1.500000	0	0	0	0	0	9	9	9	9	9	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900
SRX15946405	MDA-MB-453	AR	1.500000	0	0	0	0	0	0	0	0	0	0	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	900
SRX11149848	MDA-MB-453	AR	1.500000	0	0	0	0	0	0	0	0	0	0	9	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	9	9	900
SRX8949281	ZR-75-1	NCOA3	1.500000	0	0	0	0	0	6	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	9	0
SRX6487055	MCF-7	FOXA1	1.500000	0	0	0	0	0	9	9	9	9	9	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX6487050	MCF-7	FOXA1	1.500000	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX6487045	MCF-7	FOXA1	1.500000	0	0	0	0	0	9	9	9	0	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX18191651	MCF-7	NR2F2	1.500000	0	0	0	0	0	9	9	9	9	9	4	6	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1787652	MCF-7	FOXA1	1.500000	0	0	0	0	0	9	9	9	0	9	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
SRX11150132	Breast_cancer_cells	GATA3	1.500000	0	0	0	0	0	9	9	0	0	0	6	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	9	0
SRX1012713	T-47D	PGR	1.500000	0	0	9	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	9	0	0	0	0	0	0
SRX1012638	MCF-7	EP300	1.476190	0	0	0	0	0	9	9	9	9	9	4	6	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914
SRX5457549	MCF-7	GATA3	1.476190	0	0	0	0	0	9	9	9	2	0	6	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX371480	MCF-7	FOXA1	1.476190	0	0	0	0	0	9	9	9	2	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX10365546	MCF-7	NCOA3	1.452381	0	0	0	0	0	9	9	6	4	6	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5089393	MCF-7	ARID1A	1.428571	0	0	0	0	0	9	9	9	9	9	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	902
SRX3931095	MCF-7	FOXA1	1.428571	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX371483	MCF-7	FOXA1	1.428571	0	0	0	0	0	9	9	9	0	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1787653	MCF-7	FOXA1	1.428571	0	0	0	0	0	9	9	9	0	9	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1585243	MCF-7	ESR1	1.428571	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX11150127	ZR-75-1	GATA3	1.428571	0	0	0	0	0	6	6	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	9	0
SRX028634	MCF-7	FOXA1	1.428571	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX5089444	MCF-7	SMARCB1	1.404762	0	0	0	0	0	9	9	9	1	9	4	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900
SRX15826238	MCF-7	KMT2D	1.380952	0	0	0	0	0	9	9	9	9	9	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX11150133	Breast_cancer_cells	GATA3	1.380952	0	0	0	0	0	9	9	0	0	0	4	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX6712581	MCF-7	GATA3	1.357143	0	0	0	0	0	6	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3931056	MCF-7	FOXA1	1.357143	0	0	0	0	0	6	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3931032	MCF-7	FOXA1	1.357143	0	0	0	0	0	6	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX18013277	FULVR	VGLL1	1.357143	0	0	0	0	0	6	9	6	6	6	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1161204	T-47D	FOXA1	1.357143	0	0	0	0	0	0	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	9	0
SRX1161168	MCF-7	ESR1	1.333333	0	0	0	0	0	9	6	9	9	9	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX8537736	MCF-7	FOXA1	1.309524	0	0	0	0	0	9	9	9	0	1	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX7846778	MCF-7	ESR1	1.309524	0	0	0	0	0	6	6	9	9	9	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5465793	MCF-7	ESR1	1.309524	0	0	0	0	0	6	6	9	9	9	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX19024872	MCF-7	ESR1	1.309524	0	0	0	0	0	6	6	9	9	9	6	6	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX190225	MCF-7	FOXM1	1.309524	0	0	0	0	0	9	9	9	9	9	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5401866	T-47D	PGR	1.285714	0	9	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	0	0
SRX5202981	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3931081	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3931072	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX3923511	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	9	0	9	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX371481	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	9	0	9	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX3322087	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX2871361	T-47D	PGR	1.285714	0	9	6	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	9	0	0	0	9	0	0
SRX20282963	MCF-7	AHR	1.285714	0	0	0	0	0	9	9	9	9	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX190317	MCF-7	TCF12	1.285714	0	0	0	0	0	9	9	9	9	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX15430989	MDA-MB-453	TFE3	1.285714	0	0	0	0	0	0	0	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	9	0
SRX1489434	MDA-MB-231	MBD3	1.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1161190	ZR-75-1	FOXA1	1.285714	0	0	0	0	0	0	0	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	9	0
SRX1161189	ZR-75-1	FOXA1	1.285714	0	0	0	0	0	0	0	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	9	9	0
SRX1161174	MCF-7	FOXA1	1.285714	0	0	0	0	0	9	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX1012718	T-47D	PGR	1.285714	0	0	9	0	0	0	0	0	0	0	0	0	0	9	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0
SRX060810	MCF-7	GATA3	1.285714	0	0	0	0	0	9	9	9	9	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX10365539	MCF-7	RAC1	1.261905	0	0	0	0	0	6	6	9	9	9	2	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX8520807	MDA-MB-361	NR3C1	1.243902	0	0	9	9	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	6	6	0
SRX18191650	MCF-7	NR2F2	1.238095	0	0	0	0	0	9	6	9	9	9	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX2425862	MDA-MB-231	SMAD3	1.214286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	902
SRX3931094	MCF-7	FOXA1	1.214286	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX3931093	MCF-7	FOXA1	1.214286	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX3931083	MCF-7	FOXA1	1.214286	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX3931082	MCF-7	FOXA1	1.214286	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX3931074	MCF-7	FOXA1	1.214286	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX3931073	MCF-7	FOXA1	1.214286	0	0	0	0	0	9	9	0	0	0	6	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SRX3931031	MCF-7	FOXA1	1.214286	0	0	0	0	0	6	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0
SRX1161206	T-47D	FOXA1	1.214286	0	0	0	0	0	0	9	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	9	0
SRX11120887	MCF-7	EP300	1.190476	0	0	0	0	0	9	4	0	0	0	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	6	914
SRX7624147	MCF-7	NR2F2	1.166667	0	0	0	0	0	9	0	9	9	9	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5089533	MCF-7	ARID2	1.166667	0	0	0	0	0	9	6	6	6	6	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX2425863	MDA-MB-231	SMAD1	1.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX1161184	ZR-75-1	ESR1	1.166667	0	0	0	0	0	4	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	9	9	9	0
SRX1012630	MCF-7	ESR1	1.166667	0	0	0	0	0	4	2	9	9	9	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRX5493749	Breast_cancer_cells	AR	1.142857	0	0	0	0	0	0	0	0	0	0	9	6	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	6	900
SRX5089536	MCF-7	ARID2	1.142857	0	0	0	0	0	6	6	6	6	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
