,,,,,,,,Two color points Chart 1:,,,,,,,,,,,,,,,FDR cut-off,
ID,Uniprot Accession,Description,gene_name,-Log Student's T-test p-value,Student's T-test Difference,FDR Significant ,significant or not,Significant,Not significant,MS/MS count 957,MS/MS count 958,MS/MS count 959,MS/MS count 960,MS/MS count 961,MS/MS count 962,LFQ intensity 957,LFQ intensity 958,LFQ intensity 959,LFQ intensity 960,LFQ intensity 961,LFQ intensity 962,,x,y
2137,Q15814,Tubulin-specific chaperone C,TBCC,0.707,-0.283,,Not_Significant,#N/A,-0.283,2,0,1,0,1,0,20.422,20.049,20.110,20.257,20.432,20.742,,14.3,1.0
2138,Q15833,Syntaxin-binding protein 2,STXBP2,1.249,0.512,,Not_Significant,#N/A,0.512,8,6,6,3,2,4,23.168,23.094,23.608,22.850,22.570,22.915,,14.3,1.0
2139,Q15843,NEDD8,NEDD8,2.045,0.860,,Not_Significant,#N/A,0.860,2,3,1,2,2,4,24.597,24.639,24.178,23.780,23.417,23.638,,14.3,1.0
2140,Q15847,Adipogenesis regulatory factor,ADIRF,0.415,0.430,,Not_Significant,#N/A,0.430,2,0,1,0,0,0,21.414,20.220,20.253,20.046,19.954,20.596,,14.3,1.0
2143,Q16181,Septin-7,44446,0.024,-0.008,,Not_Significant,#N/A,-0.008,26,21,33,15,13,11,25.506,25.299,25.679,25.463,25.542,25.503,,14.2,1.0
2144,Q16186,Proteasomal ubiquitin receptor ADRM1,ADRM1,0.953,2.237,,Not_Significant,#N/A,2.237,3,3,4,2,1,2,23.179,23.084,23.563,23.201,20.182,19.730,,14.2,1.0
2145,Q16204,Coiled-coil domain-containing protein 6,CCDC6,1.593,-0.954,,Not_Significant,#N/A,-0.954,12,13,11,10,10,15,24.044,24.310,24.376,24.900,24.987,25.705,,14.2,1.0
2149,Q16531,DNA damage-binding protein 1,DDB1,2.392,0.747,,Not_Significant,#N/A,0.747,31,22,32,9,13,11,24.574,24.772,24.910,24.140,23.862,24.011,,14.2,1.0
2150,Q16537,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,PPP2R5E,0.436,0.424,,Not_Significant,#N/A,0.424,1,1,0,0,0,0,21.688,20.358,21.077,20.321,20.880,20.649,,14.2,1.0
2151,Q16539,Mitogen-activated protein kinase 14,MAPK14,0.129,0.099,,Not_Significant,#N/A,0.099,3,2,5,1,3,0,21.566,22.400,22.288,21.802,22.178,21.975,,14.2,1.0
2152,Q16540,"39S ribosomal protein L23, mitochondrial",MRPL23,0.990,-0.766,,Not_Significant,#N/A,-0.766,2,2,1,3,3,1,22.532,22.317,22.074,23.691,23.002,22.527,,14.2,1.0
2153,Q16543,"Hsp90 co-chaperone Cdc37;Hsp90 co-chaperone Cdc37, N-terminally processed",CDC37,2.000,0.475,,Not_Significant,#N/A,0.475,9,9,8,3,6,7,24.866,25.108,24.998,24.442,24.667,24.437,,14.2,1.0
2154,Q16555,Dihydropyrimidinase-related protein 2,DPYSL2,0.511,0.232,,Not_Significant,#N/A,0.232,18,14,12,6,4,5,25.102,25.328,24.709,24.923,24.650,24.870,,14.2,1.0
2155,Q16576,Histone-binding protein RBBP7,RBBP7,1.620,0.710,,Not_Significant,#N/A,0.710,12,17,20,10,5,10,26.043,25.429,26.010,25.106,25.153,25.094,,14.2,1.0
2160,Q16643,Drebrin,DBN1,1.587,0.319,,Not_Significant,#N/A,0.319,5,6,5,4,3,2,23.376,23.464,23.316,22.915,23.088,23.195,,14.1,1.0
2161,Q16658,Fascin,FSCN1,0.871,1.839,,Not_Significant,#N/A,1.839,1,5,0,0,0,0,22.054,23.433,20.171,19.776,19.784,20.580,,14.1,1.0
2162,Q16698,"2,4-dienoyl-CoA reductase, mitochondrial",DECR1,1.922,-0.631,,Not_Significant,#N/A,-0.631,8,6,8,8,9,7,23.620,23.731,23.865,24.363,24.591,24.155,,14.1,1.0
2164,Q16719,Kynureninase,KYNU,1.520,0.861,,Not_Significant,#N/A,0.861,7,5,8,2,1,1,23.988,24.001,23.286,23.104,22.871,22.717,,14.1,1.0
2167,Q16762,Thiosulfate sulfurtransferase,TST,0.877,-0.776,,Not_Significant,#N/A,-0.776,3,3,1,4,3,5,22.034,21.835,20.823,22.397,22.604,22.019,,14.1,1.0
2168,Q16775,"Hydroxyacylglutathione hydrolase, mitochondrial",HAGH,0.036,-0.059,,Not_Significant,#N/A,-0.059,4,2,2,1,1,0,22.144,21.922,22.062,22.615,21.015,22.674,,14.1,1.0
2170,Q16778;P33778;P23527;P06899;Q8N257,Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB,0.594,0.608,,Not_Significant,#N/A,0.608,2,2,3,2,3,1,27.541,26.214,26.211,26.063,26.239,25.840,,14.1,1.0
2171,Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",NDUFA9,1.167,1.656,,Not_Significant,#N/A,1.656,0,2,2,0,0,0,21.615,21.976,21.342,18.711,20.727,20.529,,14.1,1.0
2173,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,1.073,-0.339,,Not_Significant,#N/A,-0.339,8,8,9,7,6,6,24.444,24.256,24.106,24.825,24.454,24.544,,14.1,1.0
2174,Q16851,UTP--glucose-1-phosphate uridylyltransferase,UGP2,0.153,-0.334,,Not_Significant,#N/A,-0.334,1,1,1,1,0,1,22.195,21.749,19.592,21.353,21.762,21.424,,14.1,1.0
2177,Q16881,"Thioredoxin reductase 1, cytoplasmic",TXNRD1,0.531,0.958,,Not_Significant,#N/A,0.958,2,2,2,1,0,1,22.326,21.941,20.944,22.129,19.966,20.241,,14.0,1.0
2179,Q16891,MICOS complex subunit MIC60,IMMT,1.471,-0.373,,Not_Significant,#N/A,-0.373,26,26,27,22,19,29,25.079,25.102,25.314,25.596,25.360,25.658,,14.0,1.0
2182,Q1KMD3,Heterogeneous nuclear ribonucleoprotein U-like protein 2,HNRNPUL2,1.226,-0.512,,Not_Significant,#N/A,-0.512,13,7,10,8,5,8,24.709,24.088,24.177,24.883,24.784,24.842,,14.0,1.0
2183,Q27J81,Inverted formin-2,INF2,1.102,0.993,,Not_Significant,#N/A,0.993,4,1,1,0,0,0,21.143,20.798,20.455,20.505,19.224,19.689,,14.0,1.0
2184,Q29RF7,Sister chromatid cohesion protein PDS5 homolog A,PDS5A,0.397,0.315,,Not_Significant,#N/A,0.315,11,5,9,3,3,3,23.095,22.067,22.557,22.410,22.416,21.949,,14.0,1.0
2186,Q2M389,WASH complex subunit 7,KIAA1033,0.299,-0.791,,Not_Significant,#N/A,-0.791,3,0,2,0,0,0,22.397,19.301,20.856,20.450,22.170,22.306,,14.0,1.0
2190,Q2TAL8,Glutamine-rich protein 1,QRICH1,0.216,0.545,,Not_Significant,#N/A,0.545,3,0,0,0,0,0,22.775,19.674,22.338,21.186,20.762,21.203,,14.0,1.0
2191,Q2TAY7,"WD40 repeat-containing protein SMU1;WD40 repeat-containing protein SMU1, N-terminally processed",SMU1,0.099,0.090,,Not_Significant,#N/A,0.090,10,9,10,5,6,6,23.831,23.249,23.592,23.064,23.332,24.005,,14.0,1.0
2194,Q32MZ4,Leucine-rich repeat flightless-interacting protein 1,LRRFIP1,0.204,0.743,,Not_Significant,#N/A,0.743,4,4,1,1,1,1,23.977,23.940,23.362,24.468,24.353,20.228,,14.0,1.0
2196,Q32P44,Echinoderm microtubule-associated protein-like 3,EML3,1.267,-1.312,,Not_Significant,#N/A,-1.312,5,3,8,11,8,13,22.353,21.877,23.204,23.719,23.324,24.329,,14.0,1.0
2200,Q3MHD2,Protein LSM12 homolog,LSM12,0.716,1.779,,Not_Significant,#N/A,1.779,2,3,2,2,2,2,23.520,23.643,23.369,23.995,20.494,20.706,,13.9,1.0
2208,Q4G0F5,Vacuolar protein sorting-associated protein 26B,VPS26B,1.344,0.706,,Not_Significant,#N/A,0.706,6,5,7,4,4,5,24.131,24.226,24.095,22.989,23.816,23.531,,13.9,1.0
2209,Q4G0J3,La-related protein 7,LARP7,1.344,-1.534,,Not_Significant,#N/A,-1.534,8,1,1,7,7,4,21.686,19.892,21.036,22.604,22.289,22.324,,13.9,1.0
2211,Q4J6C6,Prolyl endopeptidase-like,PREPL,0.748,0.743,,Not_Significant,#N/A,0.743,2,1,0,0,0,0,21.421,21.597,20.290,20.437,19.981,20.663,,13.9,1.0
2214,Q4V328,GRIP1-associated protein 1,GRIPAP1,1.413,-0.978,,Not_Significant,#N/A,-0.978,1,1,1,1,0,2,21.514,21.052,20.504,21.835,22.273,21.895,,13.9,1.0
2216,Q4ZG55,Protein GREB1,GREB1,0.192,-0.279,,Not_Significant,#N/A,-0.279,0,1,3,0,0,0,20.716,19.477,19.285,19.549,20.687,20.078,,13.9,1.0
2218,Q52LJ0,Protein FAM98B,FAM98B,1.129,0.231,,Not_Significant,#N/A,0.231,5,5,5,3,4,5,23.227,22.982,23.187,22.921,22.792,22.992,,13.9,1.0
2219,Q53EL6,Programmed cell death protein 4,PDCD4,0.430,0.242,,Not_Significant,#N/A,0.242,12,9,13,6,8,7,25.435,24.948,25.735,24.987,25.232,25.172,,13.9,1.0
2222,Q53FA7,Quinone oxidoreductase PIG3,TP53I3,1.187,0.478,,Not_Significant,#N/A,0.478,6,9,8,7,4,4,23.099,23.202,23.580,22.950,22.575,22.920,,13.9,1.0
2223,Q53GS9,U4/U6.U5 tri-snRNP-associated protein 2,USP39,0.235,-0.127,,Not_Significant,#N/A,-0.127,3,3,5,3,3,1,22.733,22.087,22.554,22.763,22.495,22.496,,13.9,1.0
2224,Q53H82,Beta-lactamase-like protein 2,LACTB2,0.038,0.075,,Not_Significant,#N/A,0.075,3,2,3,3,3,1,22.019,21.511,22.151,22.358,22.564,20.535,,13.8,1.0
2225,Q53H96,Pyrroline-5-carboxylate reductase 3,PYCRL,0.494,0.142,,Not_Significant,#N/A,0.142,7,2,5,1,2,4,23.279,23.155,23.415,23.043,23.039,23.342,,13.8,1.0
2226,Q53HC9,Protein TSSC1,TSSC1,1.276,1.182,,Not_Significant,#N/A,1.182,5,6,3,0,1,1,22.092,22.539,22.369,20.960,20.547,21.945,,13.8,1.0
2231,Q58FF8,Putative heat shock protein HSP 90-beta 2,HSP90AB2P,1.843,0.473,,Not_Significant,#N/A,0.473,11,8,6,7,6,2,25.948,25.883,26.185,25.477,25.453,25.668,,13.8,1.0
2237,Q5H9R7,Serine/threonine-protein phosphatase 6 regulatory subunit 3,PPP6R3,0.722,0.505,,Not_Significant,#N/A,0.505,4,3,3,1,1,0,21.887,21.878,21.847,21.375,21.915,20.808,,13.8,1.0
2240,Q5HYK7,SH3 domain-containing protein 19,SH3D19,0.438,-2.111,,Not_Significant,#N/A,-2.111,0,1,0,1,1,0,20.349,25.017,21.278,25.929,25.714,21.335,,13.8,1.0
2243,Q5JRA6,Melanoma inhibitory activity protein 3,MIA3,0.007,0.008,,Not_Significant,#N/A,0.008,7,2,1,2,2,4,23.429,24.406,23.045,23.794,23.417,23.643,,13.8,1.0
2244,Q5JRX3,"Presequence protease, mitochondrial",PITRM1,1.084,-1.376,,Not_Significant,#N/A,-1.376,2,1,2,1,2,1,21.420,19.696,21.407,21.965,22.540,22.147,,13.8,1.0
2246,Q5JTH9,RRP12-like protein,RRP12,0.168,-0.264,,Not_Significant,#N/A,-0.264,8,2,2,0,2,1,22.222,21.725,20.568,21.252,22.398,21.657,,13.8,1.0
2247,Q5JTV8,Torsin-1A-interacting protein 1,TOR1AIP1,2.479,-0.861,,Not_Significant,#N/A,-0.861,6,6,4,4,1,1,22.401,22.272,22.409,22.963,23.376,23.325,,13.8,1.0
2250,Q5JVF3,PCI domain-containing protein 2,PCID2,0.713,1.754,,Not_Significant,#N/A,1.754,3,2,4,0,1,1,23.037,22.521,23.063,19.187,23.034,21.137,,13.7,1.0
2253,Q5M775,Cytospin-B,SPECC1,0.288,2.985,,Not_Significant,#N/A,2.985,3,3,2,2,4,1,32.315,31.723,32.452,33.290,20.826,33.420,,13.7,1.0
2259,Q5SSJ5,Heterochromatin protein 1-binding protein 3,HP1BP3,0.356,0.369,,Not_Significant,#N/A,0.369,11,5,5,3,5,2,23.110,22.647,22.392,22.368,22.990,21.682,,13.7,1.0
2260,Q5SWX8,Protein odr-4 homolog,ODR4,0.539,0.727,,Not_Significant,#N/A,0.727,3,1,4,1,0,0,22.298,22.249,22.955,22.227,22.415,20.678,,13.7,1.0
2264,Q5T0N5,Formin-binding protein 1-like,FNBP1L,0.524,-0.155,,Not_Significant,#N/A,-0.155,0,0,0,3,1,1,21.709,21.620,21.396,21.699,21.591,21.899,,13.7,1.0
2266,Q5T1M5,FK506-binding protein 15,FKBP15,0.542,-1.148,,Not_Significant,#N/A,-1.148,3,2,3,1,2,2,22.884,19.775,21.086,21.907,22.581,22.700,,13.7,1.0
2270,Q5T2T1,MAGUK p55 subfamily member 7,MPP7,0.130,0.152,,Not_Significant,#N/A,0.152,11,5,8,3,5,4,24.174,22.720,23.661,23.400,23.438,23.261,,13.7,1.0
2272,Q5T440,"Putative transferase CAF17, mitochondrial",IBA57,0.828,-1.247,,Not_Significant,#N/A,-1.247,2,0,1,2,3,0,19.662,20.103,21.400,21.812,22.336,20.758,,13.7,1.0
2274,Q5T4S7,E3 ubiquitin-protein ligase UBR4,UBR4,1.446,0.117,,Not_Significant,#N/A,0.117,14,10,13,7,4,2,22.521,22.588,22.478,22.394,22.451,22.390,,13.7,1.0
2281,Q5T8D3,Acyl-CoA-binding domain-containing protein 5,ACBD5,1.637,-1.089,,Not_Significant,#N/A,-1.089,0,1,1,4,5,2,20.562,21.284,21.164,22.255,22.339,21.683,,13.7,1.0
2282,Q5T8P6,RNA-binding protein 26,RBM26,0.673,-0.681,,Not_Significant,#N/A,-0.681,1,0,0,2,0,1,19.481,20.296,20.999,21.207,20.858,20.755,,13.6,1.0
2283,Q5T9A4,ATPase family AAA domain-containing protein 3B,ATAD3B,0.855,-1.409,,Not_Significant,#N/A,-1.409,1,1,0,1,1,5,21.930,22.692,20.466,22.378,23.180,23.758,,13.6,1.0
2285,Q5TA45,Integrator complex subunit 11,CPSF3L,0.389,0.554,,Not_Significant,#N/A,0.554,3,0,2,0,0,0,21.213,19.521,21.413,20.194,20.167,20.123,,13.6,1.0
2286,Q5TAQ9,DDB1- and CUL4-associated factor 8,DCAF8,0.037,-0.091,,Not_Significant,#N/A,-0.091,0,0,3,0,1,0,22.118,20.002,22.044,21.490,22.302,20.646,,13.6,1.0
2288,Q5TDH0,Protein DDI1 homolog 2,DDI2,0.863,1.319,,Not_Significant,#N/A,1.319,5,2,4,1,0,0,22.599,22.366,22.212,22.429,20.082,20.710,,13.6,1.0
2292,Q5THJ4,Vacuolar protein sorting-associated protein 13D,VPS13D,0.313,0.432,,Not_Significant,#N/A,0.432,2,1,4,0,0,0,20.279,20.813,19.048,19.231,19.664,19.950,,13.6,1.0
2297,Q5VIR6,Vacuolar protein sorting-associated protein 53 homolog,VPS53,1.129,1.317,,Not_Significant,#N/A,1.317,1,0,4,0,0,0,21.437,20.651,22.183,20.605,19.498,20.216,,13.6,1.0
2298,Q5VSL9,Striatin-interacting protein 1,STRIP1,0.410,-0.684,,Not_Significant,#N/A,-0.684,1,0,0,0,1,1,20.611,21.030,19.620,19.963,21.586,21.764,,13.6,1.0
2301,Q5VTL8,Pre-mRNA-splicing factor 38B,PRPF38B,0.022,0.030,,Not_Significant,#N/A,0.030,0,0,0,0,1,0,21.127,20.421,20.772,19.963,21.294,20.973,,13.6,1.0
2302,Q5VTR2,E3 ubiquitin-protein ligase BRE1A,RNF20,0.883,1.219,,Not_Significant,#N/A,1.219,12,4,5,1,1,3,23.316,22.365,22.671,22.043,20.412,22.239,,13.6,1.0
2306,Q5VV41,Rho guanine nucleotide exchange factor 16,ARHGEF16,0.891,0.890,,Not_Significant,#N/A,0.890,4,4,5,1,0,0,21.083,21.806,21.357,20.910,20.970,19.696,,13.5,1.0
2307,Q5VW32,BRO1 domain-containing protein BROX,BROX,0.777,0.318,,Not_Significant,#N/A,0.318,5,4,4,4,7,1,23.386,23.613,23.310,23.414,23.098,22.842,,13.5,1.0
2309,Q5VWZ2,Lysophospholipase-like protein 1,LYPLAL1,1.787,-0.367,,Not_Significant,#N/A,-0.367,4,3,4,3,4,5,22.465,22.519,22.220,22.759,22.776,22.771,,13.5,1.0
2310,Q5VYK3,Proteasome-associated protein ECM29 homolog,ECM29,1.638,1.286,,Not_Significant,#N/A,1.286,15,11,12,4,4,2,23.281,22.860,24.063,22.054,22.246,22.045,,13.5,1.0
2311,Q5VYY1,Ankyrin repeat domain-containing protein 22,ANKRD22,0.413,0.606,,Not_Significant,#N/A,0.606,2,2,3,1,0,0,21.450,21.510,20.259,21.174,20.657,19.570,,13.5,1.0
2314,Q5VZL5,Zinc finger MYM-type protein 4,ZMYM4,0.449,0.745,,Not_Significant,#N/A,0.745,0,0,0,0,0,0,20.810,19.297,20.995,18.838,19.562,20.465,,13.5,1.0
2321,Q658Y4,Protein FAM91A1,FAM91A1,1.198,2.438,,Not_Significant,#N/A,2.438,4,4,8,0,0,0,21.256,21.332,21.904,20.633,17.399,19.145,,13.5,1.0
2325,Q66PJ3,ADP-ribosylation factor-like protein 6-interacting protein 4,ARL6IP4,0.315,-0.521,,Not_Significant,#N/A,-0.521,2,0,3,4,3,0,22.027,20.232,22.408,22.099,21.926,22.205,,13.5,1.0
2326,Q68CP9,AT-rich interactive domain-containing protein 2,ARID2,1.234,0.913,,Not_Significant,#N/A,0.913,1,0,0,0,0,0,21.192,21.323,21.679,21.111,20.102,20.243,,13.5,1.0
2333,Q69YN2,CWF19-like protein 1,CWF19L1,0.685,0.435,,Not_Significant,#N/A,0.435,6,3,8,3,2,1,22.615,21.927,22.849,21.970,22.194,21.920,,13.5,1.0
2339,Q6DD88,Atlastin-3,ATL3,0.991,0.459,,Not_Significant,#N/A,0.459,7,9,6,2,2,1,22.960,23.312,23.363,23.010,22.833,22.416,,13.4,1.0
2343,Q6FI81,Anamorsin,CIAPIN1,0.776,1.440,,Not_Significant,#N/A,1.440,3,3,3,0,0,0,22.859,23.111,23.864,22.431,20.254,22.830,,13.4,1.0
2348,Q6IA86,Elongator complex protein 2,ELP2,1.095,0.525,,Not_Significant,#N/A,0.525,3,3,5,1,2,1,21.299,21.583,21.616,20.579,21.239,21.107,,13.4,1.0
2349,Q6IAA8,Ragulator complex protein LAMTOR1,LAMTOR1,1.125,1.561,,Not_Significant,#N/A,1.561,5,3,5,2,2,1,22.771,22.422,22.677,22.163,21.093,19.932,,13.4,1.0
2351,Q6IBS0,Twinfilin-2,TWF2,0.997,1.711,,Not_Significant,#N/A,1.711,3,3,2,0,0,0,22.470,20.409,23.049,20.128,20.269,20.398,,13.4,1.0
2354,Q6IN85,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1,0.608,1.059,,Not_Significant,#N/A,1.059,3,1,3,1,0,1,20.468,20.213,22.656,19.977,19.932,20.249,,13.4,1.0
2358,Q6JQN1,Acyl-CoA dehydrogenase family member 10,ACAD10,1.337,-1.869,,Not_Significant,#N/A,-1.869,2,1,7,3,4,6,21.299,20.331,22.548,23.018,23.447,23.319,,13.4,1.0
2359,Q6KC79,Nipped-B-like protein,NIPBL,0.074,0.296,,Not_Significant,#N/A,0.296,1,1,1,0,1,0,23.652,23.077,23.392,20.315,24.235,24.683,,13.4,1.0
2360,Q6L8Q7,"2,5-phosphodiesterase 12",PDE12,0.794,0.357,,Not_Significant,#N/A,0.357,6,7,8,6,3,3,22.157,22.657,22.845,22.141,22.241,22.208,,13.4,1.0
2374,Q6P1J9,Parafibromin,CDC73,1.291,0.822,,Not_Significant,#N/A,0.822,4,1,3,0,1,0,21.803,21.629,21.414,21.292,20.749,20.337,,13.4,1.0
2375,Q6P1L8,"39S ribosomal protein L14, mitochondrial",MRPL14,0.259,-0.249,,Not_Significant,#N/A,-0.249,4,2,3,2,3,2,23.211,22.051,22.561,22.697,23.225,22.649,,13.3,1.0
2376,Q6P1M3,Lethal(2) giant larvae protein homolog 2,LLGL2,0.325,0.154,,Not_Significant,#N/A,0.154,7,3,6,3,2,4,24.615,24.162,24.097,24.180,23.934,24.296,,13.3,1.0
2377,Q6P1N0,Coiled-coil and C2 domain-containing protein 1A,CC2D1A,0.162,0.117,,Not_Significant,#N/A,0.117,3,2,6,3,3,3,22.161,21.845,22.698,22.212,22.240,21.902,,13.3,1.0
2378,Q6P1N9,Putative deoxyribonuclease TATDN1,TATDN1,0.369,0.797,,Not_Significant,#N/A,0.797,1,1,0,0,0,0,19.586,21.876,22.047,19.730,20.200,21.189,,13.3,1.0
2381,Q6P2E9,Enhancer of mRNA-decapping protein 4,EDC4,0.536,-0.299,,Not_Significant,#N/A,-0.299,8,6,6,8,7,5,23.347,22.877,23.400,23.156,23.757,23.608,,13.3,1.0
2382,Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PRPF8,0.739,-0.198,,Not_Significant,#N/A,-0.198,38,34,50,32,18,29,23.910,23.688,23.866,23.985,23.862,24.211,,13.3,1.0
2383,Q6P3W7,SCY1-like protein 2,SCYL2,0.607,2.854,,Not_Significant,#N/A,2.854,8,5,7,0,1,0,27.401,26.630,26.450,26.082,26.040,19.797,,13.3,1.0
2389,Q6P996,Pyridoxal-dependent decarboxylase domain-containing protein 1,PDXDC1,0.005,0.003,,Not_Significant,#N/A,0.003,14,9,9,6,7,6,23.366,22.970,22.858,23.199,22.977,23.009,,13.3,1.0
2393,Q6PD62,RNA polymerase-associated protein CTR9 homolog,CTR9,1.419,1.001,,Not_Significant,#N/A,1.001,4,1,4,1,2,0,22.540,22.154,22.045,20.677,21.413,21.646,,13.3,1.0
2395,Q6PGP7,Tetratricopeptide repeat protein 37,TTC37,0.923,0.505,,Not_Significant,#N/A,0.505,10,5,8,2,1,2,22.623,21.975,22.414,21.724,22.166,21.609,,13.3,1.0
2399,Q6PJT7,Zinc finger CCCH domain-containing protein 14,ZC3H14,0.608,-0.278,,Not_Significant,#N/A,-0.278,8,2,6,1,1,4,24.992,24.333,24.753,24.842,24.985,25.085,,13.2,1.0
2401,Q6PKG0,La-related protein 1,LARP1,1.267,-0.296,,Not_Significant,#N/A,-0.296,8,7,3,7,6,3,23.233,23.208,22.961,23.396,23.560,23.336,,13.2,1.0
2412,Q6UN15,Pre-mRNA 3-end-processing factor FIP1,FIP1L1,0.559,-0.734,,Not_Significant,#N/A,-0.734,3,1,2,3,2,3,23.015,21.564,22.707,23.063,22.559,23.864,,13.2,1.0
2414,Q6UWE0,E3 ubiquitin-protein ligase LRSAM1,LRSAM1,0.750,0.724,,Not_Significant,#N/A,0.724,10,10,7,5,4,2,22.668,22.865,23.041,22.444,22.673,21.283,,13.2,1.0
2415,Q6UWP2,Dehydrogenase/reductase SDR family member 11,DHRS11,0.051,-0.076,,Not_Significant,#N/A,-0.076,1,1,2,0,0,0,21.015,20.452,20.778,21.221,19.868,21.383,,13.2,1.0
2416,Q6UXG2,UPF0577 protein KIAA1324,KIAA1324,0.133,-0.191,,Not_Significant,#N/A,-0.191,2,0,2,0,0,0,20.393,19.663,19.784,19.811,21.077,19.525,,13.2,1.0
2417,Q6UXN9,WD repeat-containing protein 82,WDR82,1.609,0.970,,Not_Significant,#N/A,0.970,3,3,2,1,1,1,22.653,22.730,22.877,22.117,21.981,21.253,,13.2,1.0
2419,Q6VY07,Phosphofurin acidic cluster sorting protein 1,PACS1,0.744,-2.582,,Not_Significant,#N/A,-2.582,2,0,1,1,2,3,24.668,20.324,19.625,23.689,24.248,24.426,,13.2,1.0
2422,Q6WKZ4,Rab11 family-interacting protein 1,RAB11FIP1,0.066,-0.069,,Not_Significant,#N/A,-0.069,2,1,2,0,1,0,21.254,21.754,21.499,22.162,21.554,20.998,,13.2,1.0
2423,Q6WRI0,Immunoglobulin superfamily member 10,IGSF10,2.243,-0.821,,Not_Significant,#N/A,-0.821,3,1,2,0,0,0,33.096,33.219,32.716,33.800,33.835,33.860,,13.2,1.0
2430,Q6ZNJ1,Neurobeachin-like protein 2,NBEAL2,0.676,0.401,,Not_Significant,#N/A,0.401,2,1,1,0,0,0,20.580,21.208,21.474,20.779,20.611,20.668,,13.1,1.0
2437,Q709C8,Vacuolar protein sorting-associated protein 13C,VPS13C,0.441,0.778,,Not_Significant,#N/A,0.778,4,3,5,0,0,0,21.197,19.591,21.808,19.420,20.696,20.146,,13.1,1.0
2440,Q70J99,Protein unc-13 homolog D,UNC13D,0.556,1.281,,Not_Significant,#N/A,1.281,0,1,2,0,0,0,20.174,22.248,22.654,19.737,21.755,19.740,,13.1,1.0
2442,Q71F56,Mediator of RNA polymerase II transcription subunit 13-like,MED13L,1.672,1.270,,Not_Significant,#N/A,1.270,2,1,3,0,0,0,21.937,21.106,22.214,20.460,20.333,20.653,,13.1,1.0
2443,Q71RC2,La-related protein 4,LARP4,0.095,-0.063,,Not_Significant,#N/A,-0.063,2,1,0,1,0,0,21.214,21.464,21.220,21.543,21.622,20.921,,13.1,1.0
2446,Q71UM5,40S ribosomal protein S27-like,RPS27L,0.072,0.303,,Not_Significant,#N/A,0.303,4,2,5,0,2,1,23.642,20.241,25.278,22.899,22.635,22.717,,13.1,1.0
2448,Q7KZ85,Transcription elongation factor SPT6,SUPT6H,1.399,1.645,,Not_Significant,#N/A,1.645,11,2,10,0,0,0,22.734,20.931,22.248,20.521,20.190,20.268,,13.1,1.0
2449,Q7KZF4,Staphylococcal nuclease domain-containing protein 1,SND1,0.259,-0.071,,Not_Significant,#N/A,-0.071,48,37,36,33,27,32,27.000,26.862,26.927,27.199,26.932,26.870,,13.1,1.0
2450,Q7KZI7,Serine/threonine-protein kinase MARK2,MARK2,0.649,0.268,,Not_Significant,#N/A,0.268,2,3,5,1,1,1,21.780,22.044,21.695,21.750,21.264,21.701,,13.1,1.0
2452,Q7L014,Probable ATP-dependent RNA helicase DDX46,DDX46,0.476,-0.186,,Not_Significant,#N/A,-0.186,20,13,17,12,11,9,23.380,22.929,23.063,23.214,23.198,23.519,,13.1,1.0
2453,Q7L0Y3,Mitochondrial ribonuclease P protein 1,TRMT10C,1.446,-0.955,,Not_Significant,#N/A,-0.955,11,6,8,8,13,10,22.549,22.720,23.001,23.344,24.255,23.536,,13.0,1.0
2454,Q7L1Q6,Basic leucine zipper and W2 domain-containing protein 1,BZW1,0.684,0.180,,Not_Significant,#N/A,0.180,2,2,2,2,2,3,22.772,22.542,22.745,22.421,22.697,22.402,,13.0,1.0
2456,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,EIF3M,0.353,1.499,,Not_Significant,#N/A,1.499,6,4,8,4,1,0,24.916,24.338,24.922,24.447,19.763,25.469,,13.0,1.0
2457,Q7L2J0,7SK snRNA methylphosphate capping enzyme,MEPCE,0.921,-1.661,,Not_Significant,#N/A,-1.661,1,0,1,3,0,1,22.110,19.666,19.881,22.582,22.476,21.584,,13.0,1.0
2459,Q7L576,Cytoplasmic FMR1-interacting protein 1,CYFIP1,0.170,0.076,,Not_Significant,#N/A,0.076,16,11,21,9,2,3,23.628,23.563,23.706,23.409,23.379,23.882,,13.0,1.0
2461,Q7L5N1,COP9 signalosome complex subunit 6,COPS6,2.545,0.693,,Not_Significant,#N/A,0.693,7,8,6,4,3,1,23.684,23.765,23.542,23.005,22.812,23.096,,13.0,1.0
2464,Q7L775,EPM2A-interacting protein 1,EPM2AIP1,0.550,0.609,,Not_Significant,#N/A,0.609,4,4,9,2,2,2,23.018,23.100,24.523,22.886,22.900,23.027,,13.0,1.0
